"Access (Q5_1)","Overall Index","Canteen (Q4_1)","Sector","Gender"
65.4545454545455,66.25,80,"Public","Female"
72.7272727272727,65,61.6666666666667,"Public","Female"
89.0909090909091,75.4838709677419,66.6666666666667,"Public","Female"
60,58.125,58.3333333333333,"Public","Female"
76.3636363636364,70,65,"Public","Female"
80,76.875,80,"Public","Female"
78.1818181818182,68.6666666666667,65,"Public","Female"
38.1818181818182,50.3225806451613,53.3333333333333,"Public","Male"
63.6363636363636,60,60,"Public","Male"
63.6363636363636,59.375,48.3333333333333,"Public","Female"
61.8181818181818,55.7575757575758,46.6666666666667,"Public","Female"
72.7272727272727,66.4516129032258,70,"Public","Female"
70.9090909090909,71.3333333333333,78.3333333333333,"Public","Female"
40,41.8181818181818,26.6666666666667,"Public","Female"
70.9090909090909,59.3548387096774,46.6666666666667,"Public","Male"
52.7272727272727,54.8387096774194,43.3333333333333,"Public","Female"
76.3636363636364,65.625,60,"Public","Female"
32.7272727272727,41.875,38.3333333333333,"Public","Female"
85.4545454545455,74.8387096774193,68.3333333333333,"Public","Female"
80,71.5151515151515,71.6666666666667,"Public","Female"
78.1818181818182,66.4516129032258,66.6666666666667,"Public","Female"
80,70,71.6666666666667,"Public","Female"
58.1818181818182,55.7575757575758,46.6666666666667,"Public","Female"
85.4545454545455,68.6666666666667,68.3333333333333,"Public","Female"
72.7272727272727,70,73.3333333333333,"Public","Female"
60,52.1212121212121,40,"Public","Male"
80,76.1290322580645,78.3333333333333,"Public","Female"
60,54.8571428571429,53.3333333333333,"Public","Female"
74.5454545454545,71.3333333333333,73.3333333333333,"Public","Female"
78.1818181818182,59.3939393939394,45,"Public","Female"
60,62.3529411764706,58.3333333333333,"Public","Female"
100,80.6060606060606,80,"Public","Female"
52.7272727272727,46.4516129032258,40,"Public","Female"
43.6363636363636,50.5882352941176,51.6666666666667,"Public","Female"
36.3636363636364,36.875,31.6666666666667,"Public","Female"
76.3636363636364,58.7878787878788,40,"Public","Female"
76.3636363636364,66.25,66.6666666666667,"Private","Female"
58.1818181818182,54.8387096774194,50,"Public","Female"
67.2727272727273,66.25,70,"Public","Female"
72.7272727272727,67.2727272727273,71.6666666666667,"Public","Female"
45.4545454545455,53.75,55,"Public","Female"
76.3636363636364,68.8235294117647,68.3333333333333,"Public","Female"
41.8181818181818,49.6774193548387,46.6666666666667,"Public","Female"
72.7272727272727,64.7058823529412,66.6666666666667,"Public","Female"
54.5454545454545,59.3333333333333,71.6666666666667,"Public","Female"
60,44.2857142857143,23.3333333333333,"Public","Male"
60,69.6774193548387,80,"Public","Female"
80,76.25,80,"Public","Female"
34.5454545454545,51.3333333333333,58.3333333333333,"Public","Female"
72.7272727272727,69.375,70,"Public","Female"
36.3636363636364,42.5806451612903,38.3333333333333,"Public","Female"
52.7272727272727,60,66.6666666666667,"Public","Female"
60,55.1724137931035,60,"Public","Male"
74.5454545454545,73.125,81.6666666666667,"Public","Female"
60,58.0645161290323,60,"Public","Female"
36.3636363636364,63.3333333333333,80,"Public","Female"
60,60.6666666666667,60,"Public","Female"
80,68,60,"Public","Female"
47.2727272727273,40,20,"Public","Female"
76.3636363636364,73.75,73.3333333333333,"Public","Female"
80,77.4193548387097,78.3333333333333,"Public","Female"
80,68.75,66.6666666666667,"Public","Male"
60,60,60,"Public","Male"
45.4545454545455,45.1612903225806,30,"Public","Male"
78.1818181818182,72.258064516129,70,"Public","Female"
30.9090909090909,41.25,28.3333333333333,"Public","Female"
80,66.875,58.3333333333333,"Public","Female"
80,71.25,75,"Public","Female"
61.8181818181818,70.3225806451613,80,"Public","Female"
65.4545454545455,57.5,40,"Public","Female"
29.0909090909091,43.030303030303,38.3333333333333,"Public","Female"
60,51.6129032258064,41.6666666666667,"Private","Female"
41.8181818181818,44.7058823529412,43.3333333333333,"Public","Male"
20,31.875,20,"Public","Female"
58.1818181818182,60.6451612903226,61.6666666666667,"Public","Female"
38.1818181818182,38.7878787878788,30,"Public","Male"
96.3636363636364,87.741935483871,98.3333333333333,"Public","Male"
80,73.75,80,"Public","Female"
70.9090909090909,71.6129032258064,78.3333333333333,"Public","Female"
20,30.3030303030303,21.6666666666667,"Public","Female"
54.5454545454545,60.625,63.3333333333333,"Public","Female"
80,77.4193548387097,80,"Public","Female"
41.8181818181818,47.741935483871,43.3333333333333,"Public","Male"
21.8181818181818,37.0588235294118,33.3333333333333,"Public","Female"
72.7272727272727,66.0606060606061,61.6666666666667,"Public","Female"
100,86.875,95,"Public","Female"
72.7272727272727,62.4242424242424,61.6666666666667,"Public","Female"
81.8181818181818,69.6774193548387,63.3333333333333,"Public","Female"
65.4545454545455,59.3333333333333,55,"Private","Female"
45.4545454545455,50,51.6666666666667,"Private","Female"
72.7272727272727,64.8484848484848,60,"Public","Female"
56.3636363636364,64,75,"Public","Female"
60,68.125,80,"Public","Female"
60,60,60,"Private","Female"
50.9090909090909,52.9032258064516,51.6666666666667,"Public","Female"
63.6363636363636,66.25,73.3333333333333,"Public","Female"
54.5454545454545,63.030303030303,66.6666666666667,"Public","Female"
49.0909090909091,54,53.3333333333333,"Public","Female"
52.7272727272727,59.3548387096774,66.6666666666667,"Public","Female"
76.3636363636364,66.0606060606061,55,"Public","Female"
92.7272727272727,85.7142857142857,86.6666666666667,"Public","Female"
40,46.25,46.6666666666667,"Public","Female"
72.7272727272727,69.6969696969697,76.6666666666667,"Public","Female"
80,74.6666666666667,81.6666666666667,"Public","Female"
80,76.969696969697,80,"Public","Female"
80,66.875,55,"Public","Female"
78.1818181818182,58.75,50,"Public","Female"
52.7272727272727,52.1212121212121,46.6666666666667,"Public","Female"
61.8181818181818,59.375,56.6666666666667,"Public","Female"
67.2727272727273,60.5882352941176,58.3333333333333,"Public","Female"
78.1818181818182,76,78.3333333333333,"Public","Male"
54.5454545454545,55,48.3333333333333,"Public","Female"
56.3636363636364,60,60,"Public","Female"
67.2727272727273,64.5161290322581,65,"Public","Female"
100,92.6666666666667,96.6666666666667,"Public","Female"
36.3636363636364,42,33.3333333333333,"Public","Female"
47.2727272727273,48.4848484848485,43.3333333333333,"Public","Female"
90.9090909090909,79.3333333333333,78.3333333333333,"Public","Female"
58.1818181818182,61.3793103448276,61.6666666666667,"Public","Female"
65.4545454545455,54.1935483870968,48.3333333333333,"Public","Female"
60,63.8709677419355,71.6666666666667,"Public","Male"
58.1818181818182,47.5862068965517,36.6666666666667,"Public","Female"
90.9090909090909,83.8709677419355,90,"Public","Female"
90.9090909090909,79.375,85,"Public","Male"
76.3636363636364,67.5,65,"Public","Female"
69.0909090909091,69.3333333333333,70,"Public","Female"
60,58.8235294117647,60,"Public","Female"
92.7272727272727,83.75,88.3333333333333,"Public","Female"
96.3636363636364,89.6551724137931,100,"Public","Female"
38.1818181818182,42,41.6666666666667,"Public","Female"
80,58.75,43.3333333333333,"Public","Female"
36.3636363636364,42,38.3333333333333,"Public","Female"
80,80,88.3333333333333,"Public","Female"
78.1818181818182,67.8787878787879,68.3333333333333,"Public","Female"
60,51.875,36.6666666666667,"Public","Female"
58.1818181818182,55.4838709677419,56.6666666666667,"Public","Female"
98.1818181818182,81.9354838709677,80,"Public","Female"
98.1818181818182,90.9677419354839,98.3333333333333,"Public","Female"
67.2727272727273,69.0322580645161,76.6666666666667,"Public","Female"
80,70.625,70,"Public","Female"
61.8181818181818,56.7741935483871,48.3333333333333,"Public","Female"
89.0909090909091,73.5483870967742,65,"Public","Female"
100,94.2857142857143,100,"Public","Male"
76.3636363636364,72.9032258064516,80,"Public","Female"
67.2727272727273,70.3448275862069,81.6666666666667,"Public","Male"
20,33.1034482758621,40,"Public","Female"
34.5454545454545,45.4545454545455,41.6666666666667,"Public","Female"
72.7272727272727,66.6666666666667,65,"Public","Female"
54.5454545454545,52.9032258064516,56.6666666666667,"Public","Female"
80,68.125,63.3333333333333,"Public","Female"
27.2727272727273,34.1935483870968,30,"Public","Male"
80,78.7096774193548,80,"Public","Female"
80,76.3636363636364,80,"Public","Female"
80,72.9411764705882,80,"Public","Female"
74.5454545454545,66.0606060606061,63.3333333333333,"Public","Female"
90.9090909090909,76.3636363636364,81.6666666666667,"Public","Female"
83.6363636363636,80,86.6666666666667,"Private","Male"
81.8181818181818,74.8387096774193,73.3333333333333,"Public","Female"
81.8181818181818,65.8064516129032,56.6666666666667,"Public","Female"
49.0909090909091,54.2857142857143,65,"Private","Male"
80,75.625,80,"Public","Female"
83.6363636363636,77.5757575757576,85,"Public","Male"
70.9090909090909,70.3225806451613,73.3333333333333,"Public","Female"
29.0909090909091,33.5714285714286,38.3333333333333,"Public","Male"
94.5454545454545,86.4516129032258,96.6666666666667,"Private","Female"
47.2727272727273,42.5806451612903,23.3333333333333,"Public","Male"
78.1818181818182,76.1290322580645,83.3333333333333,"Public","Female"
90.9090909090909,78.7096774193548,73.3333333333333,"Private","Male"
65.4545454545455,64.5161290322581,66.6666666666667,"Public","Female"
67.2727272727273,65.1612903225807,71.6666666666667,"Public","Female"
98.1818181818182,73.3333333333333,61.6666666666667,"Public","Male"
54.5454545454545,58.6206896551724,63.3333333333333,"Public","Female"
90.9090909090909,79.3333333333333,81.6666666666667,"Public","Female"
58.1818181818182,56.1290322580645,48.3333333333333,"Public","Female"
60,57.5757575757576,51.6666666666667,"Public","Female"
80,68.4848484848485,65,"Public","Male"
32.7272727272727,29.3333333333333,20,"Public","Male"
60,52.258064516129,48.3333333333333,"Public","Female"
56.3636363636364,63.4285714285714,75,"Public","Male"
52.7272727272727,51.6129032258064,48.3333333333333,"Public","Female"
83.6363636363636,62.5,45,"Public","Female"
41.8181818181818,49.6774193548387,41.6666666666667,"Public","Female"
78.1818181818182,72.258064516129,76.6666666666667,"Public","Female"
49.0909090909091,42.5,30,"Public","Female"
76.3636363636364,67.0967741935484,60,"Public","Male"
74.5454545454545,62.4242424242424,56.6666666666667,"Public","Male"
80,75.4838709677419,78.3333333333333,"Public","Female"
63.6363636363636,63.2258064516129,66.6666666666667,"Public","Female"
50.9090909090909,56.6666666666667,61.6666666666667,"Public","Female"
70.9090909090909,74.6666666666667,81.6666666666667,"Private","Male"
83.6363636363636,86,100,"Public","Female"
85.4545454545455,65.1612903225807,46.6666666666667,"Public","Female"
74.5454545454545,78.7096774193548,88.3333333333333,"Public","Male"
85.4545454545455,71.875,65,"Public","Female"
80,71.25,68.3333333333333,"Public","Male"
50.9090909090909,50.3448275862069,51.6666666666667,"Public","Female"
80,76,80,"Public","Male"
56.3636363636364,47.0967741935484,36.6666666666667,"Public","Female"
78.1818181818182,73.75,81.6666666666667,"Private","Male"
45.4545454545455,45.4545454545455,38.3333333333333,"Public","Female"
60,60.6451612903226,60,"Public","Female"
80,71.875,68.3333333333333,"Public","Female"
74.5454545454545,70,70,"Public","Female"
87.2727272727273,65,48.3333333333333,"Public","Female"
80,73.75,78.3333333333333,"Public","Female"
89.0909090909091,65.3333333333333,46.6666666666667,"Public","Female"
52.7272727272727,63.8709677419355,71.6666666666667,"Public","Male"
80,76.1290322580645,80,"Public","Female"
63.6363636363636,62,61.6666666666667,"Public","Male"
60,54.375,51.6666666666667,"Public","Female"
80,75,80,"Public","Female"
70.9090909090909,65,65,"Public","Male"
58.1818181818182,59.3548387096774,60,"Public","Female"
21.8181818181818,36.551724137931,40,"Public","Female"
98.1818181818182,87.0967741935484,91.6666666666667,"Public","Female"
43.6363636363636,50.3225806451613,50,"Public","Female"
87.2727272727273,77.3333333333333,78.3333333333333,"Public","Male"
58.1818181818182,52.5,38.3333333333333,"Public","Male"
49.0909090909091,48.3870967741936,40,"Public","Female"
45.4545454545455,61.9354838709677,73.3333333333333,"Public","Female"
60,58.1818181818182,58.3333333333333,"Public","Female"
50.9090909090909,53.7931034482759,60,"Private","Female"
94.5454545454545,72.9032258064516,61.6666666666667,"Public","Female"
34.5454545454545,42.5806451612903,43.3333333333333,"Public","Female"
83.6363636363636,66.875,60,"Public","Female"
94.5454545454545,83.8709677419355,90,"Public","Female"
90.9090909090909,82.6666666666667,88.3333333333333,"Public","Female"
80,77.3333333333333,81.6666666666667,"Public","Female"
43.6363636363636,48.6666666666667,61.6666666666667,"Public","Female"
20,32.9411764705882,20,"Public","Female"
72.7272727272727,68.3870967741936,66.6666666666667,"Public","Female"
78.1818181818182,65.8064516129032,55,"Public","Female"
41.8181818181818,41.2903225806452,45,"Public","Female"
56.3636363636364,54.8387096774194,50,"Public","Female"
43.6363636363636,50.3448275862069,45,"Public","Female"
50.9090909090909,53.9393939393939,51.6666666666667,"Public","Female"
60,60.625,56.6666666666667,"Public","Female"
65.4545454545455,52.9032258064516,46.6666666666667,"Public","Female"
40,43.75,41.6666666666667,"Public","Male"
41.8181818181818,57.5,80,"Public","Female"
61.8181818181818,58.125,51.6666666666667,"Public","Female"
47.2727272727273,50.9677419354839,48.3333333333333,"Public","Male"
36.3636363636364,46.8965517241379,50,"Public","Female"
94.5454545454545,74.8387096774193,61.6666666666667,"Public","Male"
45.4545454545455,53.5483870967742,56.6666666666667,"Public","Female"
45.4545454545455,51.25,51.6666666666667,"Public","Female"
76.3636363636364,72.1212121212121,78.3333333333333,"Public","Female"
47.2727272727273,56.1290322580645,58.3333333333333,"Public","Female"
27.2727272727273,40.6666666666667,43.3333333333333,"Public","Female"
27.2727272727273,37.3333333333333,41.6666666666667,"Public","Male"
21.8181818181818,32.9032258064516,21.6666666666667,"Public","Female"
63.6363636363636,61.9354838709677,61.6666666666667,"Public","Female"
70.9090909090909,64.2424242424242,61.6666666666667,"Public","Female"
87.2727272727273,76.6666666666667,73.3333333333333,"Private","Female"
81.8181818181818,75.4838709677419,75,"Public","Female"
63.6363636363636,56.1290322580645,50,"Public","Female"
94.5454545454545,81.2903225806452,83.3333333333333,"Public","Female"
60,60,60,"Public","Female"
76.3636363636364,63.5294117647059,63.3333333333333,"Public","Female"
65.4545454545455,61.9354838709677,63.3333333333333,"Public","Female"
60,58.7096774193548,56.6666666666667,"Public","Female"
54.5454545454545,54,55,"Public","Female"
52.7272727272727,51.7241379310345,46.6666666666667,"Public","Female"
60,66.875,81.6666666666667,"Public","Male"
56.3636363636364,52.258064516129,41.6666666666667,"Public","Male"
61.8181818181818,44,21.6666666666667,"Public","Female"
58.1818181818182,55.4838709677419,60,"Public","Female"
58.1818181818182,57.4193548387097,51.6666666666667,"Public","Female"
47.2727272727273,48.4848484848485,41.6666666666667,"Public","Female"
29.0909090909091,39.3548387096774,30,"Public","Female"
36.3636363636364,58,80,"Public","Male"
34.5454545454545,53.3333333333333,70,"Public","Male"
83.6363636363636,76.1290322580645,80,"Public","Female"
89.0909090909091,83.125,91.6666666666667,"Public","Female"
69.0909090909091,61.2121212121212,53.3333333333333,"Public","Male"
54.5454545454545,52.5,48.3333333333333,"Public","Female"
89.0909090909091,73.5483870967742,68.3333333333333,"Public","Female"
78.1818181818182,70.9677419354839,68.3333333333333,"Public","Female"
63.6363636363636,57.5,51.6666666666667,"Public","Female"
36.3636363636364,42,40,"Public","Female"
94.5454545454545,81.3793103448276,88.3333333333333,"Public","Female"
47.2727272727273,52.9032258064516,58.3333333333333,"Public","Female"
43.6363636363636,52.4137931034483,58.3333333333333,"Public","Female"
81.8181818181818,76.875,83.3333333333333,"Public","Female"
27.2727272727273,36.25,26.6666666666667,"Public","Male"
21.8181818181818,40,53.3333333333333,"Public","Female"
56.3636363636364,60,63.3333333333333,"Public","Female"
74.5454545454545,71.0344827586207,70,"Public","Female"
96.3636363636364,84.5161290322581,86.6666666666667,"Public","Male"
74.5454545454545,67.3333333333333,65,"Public","Female"
83.6363636363636,75.7142857142857,81.6666666666667,"Public","Female"
40,38.7096774193548,30,"Public","Female"
56.3636363636364,54.8387096774194,48.3333333333333,"Public","Female"
69.0909090909091,64.2424242424242,61.6666666666667,"Public","Female"
41.8181818181818,43.2258064516129,40,"Public","Female"
67.2727272727273,58.75,45,"Public","Female"
63.6363636363636,67.5,75,"Public","Female"
47.2727272727273,44.1379310344828,36.6666666666667,"Public","Female"
65.4545454545455,60,58.3333333333333,"Public","Female"
72.7272727272727,61.9354838709677,58.3333333333333,"Public","Male"
60,58.7878787878788,58.3333333333333,"Public","Female"
74.5454545454545,58.125,48.3333333333333,"Public","Female"
69.0909090909091,76.7741935483871,88.3333333333333,"Public","Female"
78.1818181818182,67.3333333333333,65,"Public","Female"
45.4545454545455,43.75,28.3333333333333,"Public","Male"
56.3636363636364,56.875,53.3333333333333,"Public","Male"
94.5454545454545,85.5172413793103,91.6666666666667,"Public","Female"
74.5454545454545,67.8787878787879,70,"Public","Male"
58.1818181818182,57.5757575757576,61.6666666666667,"Public","Female"
60,56.7741935483871,60,"Public","Female"
45.4545454545455,49.375,46.6666666666667,"Public","Female"
78.1818181818182,72.6666666666667,78.3333333333333,"Public","Female"
23.6363636363636,38,43.3333333333333,"Public","Male"
41.8181818181818,48.125,53.3333333333333,"Public","Female"
60,58.0645161290323,60,"Public","Female"
80,70.9677419354839,71.6666666666667,"Public","Male"
72.7272727272727,63.75,60,"Public","Female"
41.8181818181818,44.1379310344828,43.3333333333333,"Public","Male"
52.7272727272727,51.875,45,"Public","Male"
74.5454545454545,62.4242424242424,50,"Public","Female"
50.9090909090909,52.6666666666667,56.6666666666667,"Public","Female"
78.1818181818182,75.7575757575758,83.3333333333333,"Private","Female"
83.6363636363636,77.9310344827586,80,"Public","Female"
60,55.3333333333333,48.3333333333333,"Public","Female"
69.0909090909091,68.125,76.6666666666667,"Public","Female"
52.7272727272727,55.8823529411765,60,"Public","Female"
81.8181818181818,62.0689655172414,45,"Public","Male"
41.8181818181818,42.0689655172414,36.6666666666667,"Public","Female"
85.4545454545455,73.3333333333333,75,NA,"Female"
56.3636363636364,54.6666666666667,50,"Public","Female"
56.3636363636364,56.4285714285714,63.3333333333333,"Public","Male"
60,57.3333333333333,53.3333333333333,"Public","Female"
45.4545454545455,52.9032258064516,53.3333333333333,"Public","Female"
80,72.258064516129,73.3333333333333,"Public","Female"
23.6363636363636,26.6666666666667,20,"Public","Female"
65.4545454545455,58.125,46.6666666666667,"Public","Female"
38.1818181818182,42.5,38.3333333333333,"Public","Female"
100,77.5,65,"Public","Male"
40,49.375,53.3333333333333,"Public","Female"
65.4545454545455,58.7096774193548,56.6666666666667,"Public","Female"
45.4545454545455,45.8064516129032,40,"Public","Male"
78.1818181818182,75.625,90,"Public","Female"
29.0909090909091,35.625,35,"Private","Female"
52.7272727272727,51.3333333333333,43.3333333333333,"Public","Male"
60,58.6666666666667,60,"Public","Female"
70.9090909090909,62.5,56.6666666666667,"Public","Male"
78.1818181818182,69.6969696969697,70,"Public","Male"
41.8181818181818,56.7741935483871,65,"Public","Female"
81.8181818181818,79.3103448275862,81.6666666666667,"Public","Female"
70.9090909090909,60.6451612903226,56.6666666666667,"Public","Female"
38.1818181818182,35.3333333333333,30,"Public","Female"
52.7272727272727,50,51.6666666666667,"Public","Female"
78.1818181818182,75.8620689655172,80,"Public","Female"
83.6363636363636,72.9032258064516,68.3333333333333,"Public","Female"
58.1818181818182,44.8275862068965,30,"Public","Male"
100,82.5806451612903,88.3333333333333,"Public","Female"
20,27.741935483871,20,"Public","Female"
80,73.5294117647059,80,"Public","Female"
32.7272727272727,30.9677419354839,26.6666666666667,"Public","Female"
69.0909090909091,69.375,73.3333333333333,"Public","Female"
38.1818181818182,37.3333333333333,26.6666666666667,"Public","Male"
36.3636363636364,40,30,"Public","Female"
60,58.7096774193548,60,"Public","Female"
72.7272727272727,62.3529411764706,56.6666666666667,"Public","Female"
60,60,60,"Public","Female"
94.5454545454545,86.6666666666667,96.6666666666667,"Public","Female"
74.5454545454545,64.2424242424242,58.3333333333333,"Public","Female"
47.2727272727273,52.1212121212121,51.6666666666667,"Public","Female"
60,60,60,"Public","Female"
83.6363636363636,76.1290322580645,80,"Public","Female"
69.0909090909091,64.2424242424242,63.3333333333333,"Public","Female"
85.4545454545455,79.375,91.6666666666667,"Public","Female"
72.7272727272727,69.4117647058823,75,"Public","Female"
78.1818181818182,80,86.6666666666667,"Public","Female"
78.1818181818182,73.3333333333333,71.6666666666667,"Public","Female"
72.7272727272727,68.3870967741936,70,"Public","Female"
45.4545454545455,48.6666666666667,45,"Public","Female"
70.9090909090909,78.0645161290323,91.6666666666667,"Public","Female"
60,54.8387096774194,48.3333333333333,"Public","Female"
78.1818181818182,74.6666666666667,81.6666666666667,"Public","Female"
38.1818181818182,44.375,40,"Public","Male"
78.1818181818182,65.1612903225807,56.6666666666667,"Public","Female"
30.9090909090909,40,30,"Public","Female"
80,73.5483870967742,76.6666666666667,"Public","Female"
74.5454545454545,66.875,61.6666666666667,"Public","Female"
70.9090909090909,72.9032258064516,78.3333333333333,"Public","Female"
49.0909090909091,52.3529411764706,53.3333333333333,"Public","Female"
60,53.7931034482759,46.6666666666667,"Public","Female"
94.5454545454545,90.6666666666667,98.3333333333333,"Public","Female"
80,72.6666666666667,75,"Public","Female"
74.5454545454545,68.3870967741936,66.6666666666667,"Public","Female"
85.4545454545455,88.6666666666667,100,"Public","Male"
54.5454545454545,54,53.3333333333333,"Public","Female"
78.1818181818182,74.375,80,"Public","Female"
83.6363636363636,80.625,93.3333333333333,"Public","Female"
58.1818181818182,60.6666666666667,60,"Public","Female"
67.2727272727273,65.4545454545455,68.3333333333333,"Public","Female"
89.0909090909091,82.6666666666667,86.6666666666667,"Public","Female"
34.5454545454545,40,38.3333333333333,"Public","Female"
60,53.1034482758621,43.3333333333333,"Public","Female"
45.4545454545455,42.0689655172414,40,"Public","Female"
38.1818181818182,41.875,31.6666666666667,"Public","Female"
74.5454545454545,63.75,50,"Public","Female"
80,73.75,80,"Public","Female"
76.3636363636364,76.7741935483871,88.3333333333333,"Public","Female"
61.8181818181818,62.4242424242424,58.3333333333333,"Public","Female"
96.3636363636364,85.2941176470588,98.3333333333333,"Public","Female"
78.1818181818182,71.875,71.6666666666667,"Public","Female"
78.1818181818182,73.75,76.6666666666667,"Public","Male"
74.5454545454545,68.6666666666667,61.6666666666667,"Public","Female"
78.1818181818182,61.3333333333333,56.6666666666667,"Public","Female"
30.9090909090909,40,33.3333333333333,"Public","Female"
78.1818181818182,62.5806451612903,43.3333333333333,"Public","Male"
60,56.875,46.6666666666667,"Private","Female"
67.2727272727273,63.6363636363636,66.6666666666667,"Public","Female"
63.6363636363636,57.4193548387097,56.6666666666667,"Public","Female"
78.1818181818182,73.75,71.6666666666667,"Public","Female"
60,60,60,"Public","Female"
89.0909090909091,80.6451612903226,88.3333333333333,"Public","Female"
23.6363636363636,30.9677419354839,25,"Public","Female"
94.5454545454545,83.2258064516129,85,"Public","Female"
40,41.8181818181818,33.3333333333333,"Public","Female"
80,69.0322580645161,63.3333333333333,"Public","Female"
80,77.4193548387097,80,"Public","Female"
65.4545454545455,61.9354838709677,65,"Public","Female"
52.7272727272727,52,43.3333333333333,"Public","Female"
80,73.3333333333333,71.6666666666667,"Public","Female"
89.0909090909091,78,80,"Public","Female"
74.5454545454545,68,73.3333333333333,"Public","Female"
80,75.3333333333333,80,"Public","Female"
60,65.625,66.6666666666667,"Public","Female"
67.2727272727273,60.6666666666667,56.6666666666667,"Public","Male"
63.6363636363636,48.3870967741936,33.3333333333333,"Public","Female"
83.6363636363636,81.3793103448276,83.3333333333333,"Public","Female"
70.9090909090909,65.8064516129032,65,"Public","Male"
34.5454545454545,41.2903225806452,33.3333333333333,"Public","Male"
67.2727272727273,70.6666666666667,78.3333333333333,"Public","Female"
80,70.3030303030303,71.6666666666667,"Public","Female"
65.4545454545455,56.6666666666667,41.6666666666667,"Public","Female"
83.6363636363636,74.375,76.6666666666667,"Public","Female"
87.2727272727273,81.2903225806452,88.3333333333333,"Public","Female"
92.7272727272727,80.6451612903226,90,"Public","Female"
98.1818181818182,70.3448275862069,50,"Public","Female"
23.6363636363636,34.7058823529412,20,"Public","Female"
61.8181818181818,58.125,51.6666666666667,"Public","Female"
41.8181818181818,58.0645161290323,71.6666666666667,"Public","Male"
61.8181818181818,65,75,"Public","Female"
23.6363636363636,36.7741935483871,30,"Public","Female"
38.1818181818182,40.6060606060606,30,"Public","Female"
100,66.6666666666667,43.3333333333333,"Public","Female"
80,73.3333333333333,81.6666666666667,"Public","Female"
100,91.6129032258065,100,"Public","Female"
52.7272727272727,59.3548387096774,65,"Public","Female"
30.9090909090909,32,26.6666666666667,"Public","Female"
80,69.4117647058823,70,"Public","Male"
67.2727272727273,63.125,61.6666666666667,"Public","Female"
69.0909090909091,70.9677419354839,83.3333333333333,"Public","Female"
89.0909090909091,76.25,75,"Public","Female"
60,69.6774193548387,91.6666666666667,"Public","Female"
69.0909090909091,62,56.6666666666667,"Public","Female"
74.5454545454545,69.4117647058823,70,"Public","Female"
74.5454545454545,73.3333333333333,78.3333333333333,"Private","Female"
89.0909090909091,84.5161290322581,90,"Public","Female"
78.1818181818182,68.3870967741936,63.3333333333333,"Public","Female"
76.3636363636364,67.4285714285714,68.3333333333333,"Public","Female"
100,92,100,"Public","Female"
74.5454545454545,65.625,68.3333333333333,"Public","Female"
69.0909090909091,59.375,53.3333333333333,"Public","Female"
80,73.125,73.3333333333333,"Public","Female"
80,65.1612903225807,60,"Public","Female"
89.0909090909091,80,80,"Public","Female"
45.4545454545455,53.1034482758621,61.6666666666667,"Public","Female"
60,61.875,60,"Public","Female"
80,76.1290322580645,80,"Public","Female"
85.4545454545455,73.125,73.3333333333333,"Private","Female"
58.1818181818182,58.8571428571429,65,"Public","Female"
58.1818181818182,54.7058823529412,50,"Public","Female"
76.3636363636364,80,100,"Public","Female"
76.3636363636364,75.3333333333333,75,"Public","Female"
58.1818181818182,60,63.3333333333333,"Public","Male"
80,69.375,70,"Public","Female"
74.5454545454545,69.6774193548387,70,"Public","Female"
32.7272727272727,39.375,30,"Public","Female"
80,71.3333333333333,70,"Public","Female"
80,73.5483870967742,76.6666666666667,"Public","Female"
21.8181818181818,30.9090909090909,25,"Public","Female"
80,75.4838709677419,80,"Public","Female"
85.4545454545455,68.125,55,"Public","Female"
85.4545454545455,80.6060606060606,93.3333333333333,"Private","Male"
98.1818181818182,87.2727272727273,96.6666666666667,"Public","Female"
52.7272727272727,40.6896551724138,26.6666666666667,"Public","Female"
52.7272727272727,54.6666666666667,53.3333333333333,"Public","Female"
74.5454545454545,69.0322580645161,66.6666666666667,"Public","Female"
60,55.7575757575758,46.6666666666667,"Public","Male"
69.0909090909091,72,83.3333333333333,"Public","Female"
70.9090909090909,59.3548387096774,53.3333333333333,"Public","Female"
67.2727272727273,56,50,"Public","Female"
41.8181818181818,41.2903225806452,38.3333333333333,"Public","Male"
52.7272727272727,52.7272727272727,50,"Public","Female"
61.8181818181818,69.6969696969697,83.3333333333333,"Public","Female"
80,56.1290322580645,26.6666666666667,"Public","Female"
72.7272727272727,71.0344827586207,76.6666666666667,"Public","Female"
61.8181818181818,58.0645161290323,56.6666666666667,"Public","Female"
60,54.8387096774194,48.3333333333333,"Public","Female"
58.1818181818182,52,46.6666666666667,"Public","Female"
61.8181818181818,62.4242424242424,60,"Public","Female"
60,61.25,60,"Public","Female"
54.5454545454545,62.5,68.3333333333333,"Public","Female"
67.2727272727273,58.75,48.3333333333333,"Public","Female"
85.4545454545455,78.125,78.3333333333333,"Public","Female"
34.5454545454545,41.9354838709677,35,"Public","Female"
80,68.125,63.3333333333333,"Public","Female"
78.1818181818182,71.5151515151515,75,"Public","Female"
58.1818181818182,55.4838709677419,46.6666666666667,"Public","Female"
70.9090909090909,66.6666666666667,66.6666666666667,"Public","Female"
100,76.551724137931,63.3333333333333,"Public","Female"
52.7272727272727,48.3870967741936,33.3333333333333,"Public","Female"
67.2727272727273,65,63.3333333333333,"Public","Female"
74.5454545454545,65.3333333333333,55,"Public","Female"
54.5454545454545,47.5,41.6666666666667,"Public","Female"
